CSV文件,列序号,中文字段,字段名,危险等级
ClientConfig_CurrencySymbol.csv,3,对应货币,CurrencyType,
ClientConfig_CurrencySymbol.csv,4,货币符号,CurrencySymbol,
ClientConfig_LossTips.csv,1,流水ID,Id,
ClientConfig_LossTips.csv,2,Key_贴士标题,Key_Title,
ClientConfig_LossTips.csv,3,贴士标题,TipsTitle,
ClientConfig_LossTips.csv,4,贴士权重,Weight,1
ClientConfig_LossTips.csv,5,玩法类型,PveType,
ClientConfig_Speed.csv,1,流水ID,Id,
ClientConfig_Speed.csv,2,开关,Enable,1
ClientConfig_Speed.csv,3,类型,Type,
ClientConfig_Speed.csv,4,图标高亮,Highlight,
ClientConfig_Speed.csv,5,描述,Desc,
ClientConfig_Speed.csv,6,注释,Comment,
ClientConfig_Speed.csv,7,速率,Speed,
ClientConfig_SpeedHelper.csv,1,流水ID,Id,
ClientConfig_SpeedHelper.csv,2,显示倍率,Multiple,1
ClientConfig_SpeedHelper.csv,3,速率,Speed,
ClientConfig_SpeedHelper.csv,4,解锁条件,Condition,1
ClientConfig_SpeedHelper.csv,5,Key_提示文本,Key_TipString,
ClientConfig_SpeedHelper.csv,6,提示文本,TipString,
ClientConfig_ZoneConfig.csv,1,大区id,Id,
ClientConfig_ZoneConfig.csv,2,大区名称,ZoneName,
ClientConfig_ZoneConfig.csv,3,对应货币,CurrencyType,
ClientConfig_ZoneConfig.csv,4,货币符号,CurrencySymbol,
ComboConfig_Base.csv,1,流水ID,Id,
ComboConfig_Base.csv,2,技能ID,SkillID,
ComboConfig_Base.csv,3,技能归属,name,
ComboConfig_Base.csv,4,短Combo力竭效果,BaseDes,
ComboConfig_Base.csv,5,力竭触发效果怪物,BaseImpact,
ComboConfig_Base.csv,6,力竭触发效果己方,BaseBreakBuff,
ComboConfig_Base.csv,7,作用目标,BaseFilterID,
ComboConfig_Base.csv,8,基础屏幕特效,BasePrefab,
ComboConfig_Base.csv,9,长Combo力竭效果,AdvancedDes,
ComboConfig_Base.csv,10,力竭触发效果怪物,AdvancedImpact,
ComboConfig_Base.csv,11,力竭触发效果己方,AdvancedBreakBuff,
ComboConfig_Base.csv,12,作用目标,AdvancedFilterID,
ComboConfig_Base.csv,13,进阶屏幕特效,AdvancedPrefab,
ComboConfig_Base.csv,14,结束屏幕特效,EndPrefab,
ComboConfig_combo.csv,1,流水ID,Id,
ComboConfig_combo.csv,2,备注,name,
ComboConfig_combo.csv,3,combo类型,ComboType,
ComboConfig_combo.csv,4,combo顺序,ComboSequence,
ComboConfig_combo.csv,5,combo效果-伤害系数,ComboDmg,
ComboConfig_combo.csv,6,combo效果-破盾系数,ComboBreak,
ComboConfig_combo.csv,7,combo提示Key,ComboDesKey_Name,
ComboConfig_combo.csv,8,名称,ComboDesName,
ComboConfig_combotag.csv,1,流水ID,Id,
ComboConfig_combotag.csv,2,备注,name,
ComboConfig_combotag.csv,3,combo标签,ComboTag,
ComboConfig_combotag.csv,4,卡牌icon路径,BaseIcon,
ComboConfig_combotag.csv,5,卡牌动画-技能,CardAnimeSkill,
ComboConfig_combotag.csv,6,卡牌动画-奥义,CardAnimeEX,
CommunityConfig_Base.csv,1,流水id,Id,
CommunityConfig_Base.csv,2,跳转链接,UrlLink,
CommunityConfig_Base.csv,3,scheme链接,SchemeUrl,
CommunityConfig_Base.csv,4,app包名,PackageName,
CommunityConfig_Base.csv,5,图标路径,ButtonIcon,
CommunityConfig_Base.csv,6,社区名称,Name,
CommunityConfig_Base.csv,7,是否显示,IsShow,
CommunityConfig_Base.csv,8,显示渠道范围,ShowChannel,
CommunityConfig_Base.csv,9,是否为二维码,IsQrCode,
CommunityConfig_Base.csv,10,策划备注,Desc,
ConditionConfig_Base.csv,1,条件ID,Id,
ConditionConfig_Base.csv,2,描述,Description,
ConditionConfig_Base.csv,3,目标,Target,
ConditionConfig_Base.csv,4,目标附加参数,TargetValue,
ConditionConfig_Base.csv,5,Key_提示文本,Key_ErrorTip,
ConditionConfig_Base.csv,6,提示文本,ErrorTip,
ConditionConfig_Base.csv,7,文本优先级,Priority,
ConditionConfig_Target.csv,1,目标ID,Id,
ConditionConfig_Target.csv,2,Key_提示文本,Key_Tip,
ConditionConfig_Target.csv,3,提示文本,Tip,
ConditionConfig_Target.csv,4,描述,Description,
ConditionConfig_Target.csv,5,附加参数说明,TargetValue,
ConditionConfig_Target.csv,6,备注,Tip,
ContactConfig_Base.csv,1,流水ID,Id,
ContactConfig_Base.csv,2,全局的角色ID,LinkId,
ContactConfig_Base.csv,3,使用逻辑,TriggerLogic,
ContactConfig_Base.csv,4,皮肤序号,SkinSeq,
ContactConfig_Base.csv,5,循环状态ID,LoopStateID,
ContactConfig_Base.csv,6,索引,Index,
ContactConfig_Base.csv,7,角色是否可在列表里浏览,IsShow,
ContactConfig_Base.csv,8,角色是否可作为助理,Isassistant,
ContactConfig_Base.csv,9,播放需要达到好感度等级,HeroLikeLevel,
ContactConfig_Base.csv,10,好感度等级达到几级后不播放,HeroLikeLevelMute,
ContactConfig_Base.csv,11,语音索引,heroVoiceId,
ContactConfig_Base.csv,12,多语言注释,ContentAuthor,
ContactConfig_Base.csv,13,语音素材名称,VoiceId,
ContactConfig_Base.csv,14,对应起始动作id,ActionId1,
ContactConfig_Base.csv,15,对应循环动作id,ActionId2,
ContactConfig_Base.csv,16,对应终止动作id,ActionId3,
ContactConfig_Base.csv,17,仅播放一次的动作,ActionId4,
ContactConfig_Base.csv,18,全局类型,Type,
ContactConfig_Base.csv,19,是否使用,Trigger,
ContactConfig_Base.csv,20,调用权重,Weight,1
ContactConfig_Base.csv,21,播放时间,LastTime,
ContactConfig_Base.csv,22,表演动作对应的特效,EffectId,
ContactConfig_General.csv,1,流水ID,id,
ContactConfig_General.csv,2,随机动作间隔,RandomInteractionInterval,
ContactConfig_General.csv,3,大厅换人按钮持续时间,LobbyChangeButtonDuration,1
CreateAiNpc_BuffLayout.csv,1,流水Id,Id,
CreateAiNpc_BuffLayout.csv,2,buff组布阵Id,BuffLayoutId,
CreateAiNpc_BuffLayout.csv,3,BuffId,BuffId,
CreateAiNpc_BuffLayout.csv,4,buff布阵格Id,BuffFormationCellId,
CreateAiNpc_NpcAttr.csv,1,流水id,Id,
CreateAiNpc_NpcAttr.csv,2,应用场景类型,NpcType,
CreateAiNpc_NpcAttr.csv,3,rank分段,RankGrade,
CreateAiNpc_NpcAttr.csv,4,属性获取类型,GetAttrType,
CreateAiNpc_NpcAttr.csv,5,直接生成属性（互斥）,GetNpcAttr,
CreateAiNpc_NpcAttr.csv,6,生成角色特性等级,CreateNpcFeatureLevel,
CreateAiNpc_NpcAttr.csv,7,生成等级,CreateNpcLevel,
CreateAiNpc_NpcAttr.csv,8,灿晶武装等级,CreateWeaponLevel,
CreateAiNpc_NpcAttr.csv,9,技能等级,CreateSkillLevel,
CreateAiNpc_NpcAttr.csv,10,觉醒等级,CreateAwakeLevel,
CreateAiNpc_NpcAttr.csv,11,灵感等级,CreateInspirationLevel,
CreateAiNpc_NpcFeature.csv,1,流水id,Id,
CreateAiNpc_NpcFeature.csv,2,应用场景类型化,NpcType,
CreateAiNpc_NpcFeature.csv,3,强度级别,NpcIntensityLevel,
CreateAiNpc_NpcFeature.csv,4,怪物Id,Npcid,
CreateAiNpc_NpcFeature.csv,5,NPC特性等级,NpcFeatureLevel,
CreateAiNpc_NpcFeature.csv,6,主属性系数,MainAttrRete,
CreateAiNpc_NpcFeature.csv,7,技能选择,Skill,
CreateAiNpc_NpcFeature.csv,8,天赋选择,Telant,
CreateAiNpc_NpcFeature.csv,9,灵感组件,Inspiration,
CreateAiNpc_NpcFeature.csv,10,其他属性补正包等级,ExtraAttrBagLevel,
CreateAiNpc_NpcFeature.csv,11,其他属性百分比补正包等级,ExtraPercentAttrBagLevel,1
CreateAiNpc_NpcGroup.csv,1,流水id,Id,
CreateAiNpc_NpcGroup.csv,2,怪物强度级别id,NpcIntensityLevel,
CreateAiNpc_NpcGroup.csv,3,怪物组id,GroupId,
CreateAiNpc_NpcGroup.csv,4,怪物组内NpcId,GroupNpcid,
CreateAiNpc_NpcGroup.csv,5,怪组权重,GroupWeight,1
CreateAiNpc_NpcGroupMatch.csv,1,流水id,Id,
CreateAiNpc_NpcGroupMatch.csv,2,应用场景类型,NpcType,
CreateAiNpc_NpcGroupMatch.csv,3,rank段,RankGrade,
CreateAiNpc_NpcGroupMatch.csv,4,怪物强度组别权重,NpcIntensityLevelGroupWeight,1
CreateAiNpc_NpcLayout.csv,1,怪物布阵Id,Id,
CreateAiNpc_NpcLayout.csv,2,怪物1Id,Npcid1,
CreateAiNpc_NpcLayout.csv,3,布阵格1Id,FormationCellId1,
CreateAiNpc_NpcLayout.csv,4,怪物2Id,Npcid2,
CreateAiNpc_NpcLayout.csv,5,布阵格2Id,FormationCellId2,
CreateAiNpc_NpcLayout.csv,6,怪物3Id,Npcid3,
CreateAiNpc_NpcLayout.csv,7,布阵格3Id,FormationCellId3,
CreateAiNpc_NpcLayout.csv,8,怪物4Id,Npcid4,
CreateAiNpc_NpcLayout.csv,9,布阵格4Id,FormationCellId4,
CreateAiNpc_NpcLayoutGroup.csv,1,流水Id,Id,
CreateAiNpc_NpcLayoutGroup.csv,2,怪物组内NpcId,GroupNpcid,
CreateAiNpc_NpcLayoutGroup.csv,3,对战局数,MatchNum,
CreateAiNpc_NpcLayoutGroup.csv,4,怪物布阵Id,NpcLayoutId,
CreateAiNpc_NpcLayoutGroup.csv,5,buff组布阵Id,BuffLayoutId,
CrisisContract_Base.csv,1,序号ID,ID,
CrisisContract_Base.csv,2,活动名称,Name,
CrisisContract_Base.csv,3,常规关卡,Chapter,
CrisisContract_Base.csv,4,日替关卡列表,DayChapterList,
CrisisContract_Base.csv,5,兑换商店ID,ShopID,1
CrisisContract_Base.csv,6,未领取奖励邮件,MailID,1
CrisisContract_Base.csv,7,通关榜ID,ClearRankID,
CrisisContract_Base.csv,8,竞速榜ID,TimeRankID,
CrisisContract_Base.csv,9,剧情名,StoryName,
CrisisContract_Chapter.csv,1,关卡序号,ID,
CrisisContract_Chapter.csv,2,名称索引,Key_Name,
CrisisContract_Chapter.csv,3,关卡名称,Name,
CrisisContract_Chapter.csv,4,关卡类型,Type,
CrisisContract_Chapter.csv,5,开始时间,StarTime,1
CrisisContract_Chapter.csv,6,结束时间,EndTime,1
CrisisContract_Chapter.csv,7,合约列表,ContractList,
CrisisContract_Chapter.csv,8,任务列表,TaskList,
CrisisContract_Chapter.csv,9,波次序号,MissionID,
CrisisContract_Contract.csv,1,合约序号,ID,
CrisisContract_Contract.csv,2,合约类型,Type,
CrisisContract_Contract.csv,3,合约难度,Difficulty,
CrisisContract_Contract.csv,4,互斥组ID,MutexID,
CrisisContract_Contract.csv,5,合约图标,Icon,
CrisisContract_Contract.csv,6,名称索引,Key_Name,
CrisisContract_Contract.csv,7,合约名称,Name,
CrisisContract_Contract.csv,8,描述索引,Key_Desc,
CrisisContract_Contract.csv,9,合约描述,Desc,
CrisisContract_Contract.csv,10,激活点数,ActivePoint,
CrisisContract_Contract.csv,11,难度要求,UnlockPoint,
CrisisContract_Contract.csv,12,相对列位置,Location,
CrisisContract_Contract.csv,13,连线合约,LinkContract,
CrisisContract_Contract.csv,14,开启时间,StarTime,1
CrisisContract_Contract.csv,15,结束时间,EndTime,1
CrisisContract_Contract.csv,16,效果组序号,BUFFGroupID,
CrisisContract_Effect.csv,1,流水ID,Id,
CrisisContract_Effect.csv,2,词条描述,ContractDes,
CrisisContract_Effect.csv,3,词条类型,EntryType,
CrisisContract_Effect.csv,4,词条逻辑类型,EntryLogic,
CrisisContract_Effect.csv,5,词条触发波次,EntryWave,
CrisisContract_Effect.csv,6,附加参数,ParamNum,
CrisisContract_Effect.csv,7,参数1,ParamDesc0,
CrisisContract_Effect.csv,8,参数1值,Param0,
CrisisContract_Effect.csv,9,参数2,ParamDesc1,
CrisisContract_Effect.csv,10,参数2值,Param1,
CrisisContract_Effect.csv,11,参数3,ParamDesc2,
CrisisContract_Effect.csv,12,参数3值,Param2,
CrisisContract_Task.csv,1,任务序号,ID,
CrisisContract_Task.csv,2,任务类型,Type,
CrisisContract_Task.csv,3,类型参数,Parameter,
CrisisContract_Task.csv,4,可否使用援助,UseAssistance,
CrisisContract_Task.csv,5,描述索引,Key_Desc,
CrisisContract_Task.csv,6,任务描述,Desc,
CrisisContract_Task.csv,7,任务奖励,Reward,1
CrisisContract_Task.csv,8,开启时间,StarTime,1
CrisisContract_Task.csv,9,结束时间,EndTime,1
DailyEnergyConfig_Base.csv,1,流水ID,Id,
DailyEnergyConfig_Base.csv,2,描述,desc,
DailyEnergyConfig_Base.csv,3,值,Type,
DailyMission_BreachMission.csv,1,MissionID,Id,
DailyMission_BreachMission.csv,2,关卡名称Key,Key_Name,
DailyMission_BreachMission.csv,3,关卡名称,Name,
DailyMission_BreachMission.csv,4,难度名称,StageID,
DailyMission_BreachMission.csv,5,关卡顺序,LocalID,
DailyMission_BreachMission.csv,6,目标场景ID,SceneID,
DailyMission_BreachMission.csv,7,奖励预览,RewardShow,1
DailyMission_BreachMission.csv,8,首通奖励loot,FirstLoot,1
DailyMission_BreachMission.csv,9,普通奖励loot,Loot,1
DailyMission_BreachMission.csv,10,成功消耗体力,WinCostVIT,1
DailyMission_BreachMission.csv,11,限制条件,Unlock,
DailyMission_DailyExpDesc.csv,1,流水ID,Id,
DailyMission_DailyExpDesc.csv,2,周几,Week,
DailyMission_DailyExpDesc.csv,3,全局生效BUFF,GlobalBuff,
DailyMission_DailyExpDesc.csv,4,Buff描述Key,Key_BuffDesc,
DailyMission_DailyExpDesc.csv,5,Buff描述,BuffDesc,
DailyMission_DailyExpDesc.csv,6,Buff图标,BuffIcon,
DailyMission_DailyExpMission.csv,1,流水ID,Id,
DailyMission_DailyExpMission.csv,2,副本名称,Key_Name,
DailyMission_DailyExpMission.csv,3,副本名称,Name,
DailyMission_DailyExpMission.csv,4,开放周期,OpenTime,
DailyMission_DailyExpMission.csv,5,结束时间,EndTime,1
DailyMission_DailyExpMission.csv,6,高额奖励次数,AddRewardTimes,1
DailyMission_ExpMission.csv,1,MissionID,Id,
DailyMission_ExpMission.csv,2,关卡名称Key,Key_Name,
DailyMission_ExpMission.csv,3,关卡名称,Name,
DailyMission_ExpMission.csv,4,DailyID,DailyExpID,
DailyMission_ExpMission.csv,5,难度名称,StageID,
DailyMission_ExpMission.csv,6,关卡（四级）,LocalID,
DailyMission_ExpMission.csv,7,目标场景ID,SceneID,
DailyMission_ExpMission.csv,8,奖励预览,RewardShow,1
DailyMission_ExpMission.csv,9,首通奖励loot,FirstLoot,1
DailyMission_ExpMission.csv,10,成功消耗体力,WinCostVIT,1
DailyMission_ExpMission.csv,11,限制条件,Unlock,
DailyMission_ExpMission.csv,12,第1波基础奖励,Reward1,1
DailyMission_ExpMission.csv,13,第1波高额奖励,Reward1Add,1
DailyMission_ExpMission.csv,14,第2波基础奖励,Reward2,1
DailyMission_ExpMission.csv,15,第2波高额奖励,Reward2Add,1
DailyMission_ExpMission.csv,16,第3波基础奖励,Reward3,1
DailyMission_ExpMission.csv,17,第3波高额奖励,Reward3Add,1
DailyMission_ExpMission.csv,18,第4波基础奖励,Reward4,1
DailyMission_ExpMission.csv,19,第4波高额奖励,Reward4Add,1
DailyMission_ExpMission.csv,20,第5波基础奖励,Reward5,1
DailyMission_ExpMission.csv,21,第5波高额奖励,Reward5Add,1
DailyMission_SkillMission.csv,1,MissionID,Id,
DailyMission_SkillMission.csv,2,关卡名称Key,Key_Name,
DailyMission_SkillMission.csv,3,关卡名称,Name,
DailyMission_SkillMission.csv,4,难度名称,StageID,
DailyMission_SkillMission.csv,5,关卡顺序,LocalID,
DailyMission_SkillMission.csv,6,目标场景ID,SceneID,
DailyMission_SkillMission.csv,7,奖励预览,RewardShow,1
DailyMission_SkillMission.csv,8,首通奖励loot,FirstLoot,1
DailyMission_SkillMission.csv,9,普通奖励loot,Loot,1
DailyMission_SkillMission.csv,10,成功消耗体力,WinCostVIT,1
DailyMission_SkillMission.csv,11,限制条件,Unlock,
DailyNews_Base.csv,1,流水ID,Id,
DailyNews_Base.csv,2,描述,desc,
DailyNews_Base.csv,3,值,Type,
DailyNews_Fate.csv,1,流水ID,Id,
DailyNews_Fate.csv,2,Key_运势,Key_Fate,
DailyNews_Fate.csv,3,运势,Fate,
DailyNews_Hearsay.csv,1,流水ID,Id,
DailyNews_Hearsay.csv,2,类型,Type,
DailyNews_Hearsay.csv,3,Key_传闻,Key_Hearsay,
DailyNews_Hearsay.csv,4,传闻,Hearsay,
DailyPayConfig_Base.csv,1,流水ID,Id,
DailyPayConfig_Base.csv,2,活动名称,Desc,
DailyPayConfig_Base.csv,3,邮件模板,MailId,
DailyPayConfig_Base.csv,4,最终大奖,SpecialReward,
DailyPayConfig_Base.csv,5,最终大奖目标天数,SpTargetNum,
DailyPayConfig_Base.csv,6,奖池列表,RewardList,1
DailyPayConfig_Reward.csv,1,流水ID,Id,
DailyPayConfig_Reward.csv,2,目标天数,TargetDailyNum,
DailyPayConfig_Reward.csv,3,目标金额,TargetNum,1
DailyPayConfig_Reward.csv,4,奖励,Reward,1
DailyPayConfig_Reward.csv,5,是否显示特效,IsShowEffect,
DataTransfer_Awake.csv,1,ID,Id,
DataTransfer_Awake.csv,2,原角色ID,OldHeroId,
DataTransfer_Awake.csv,3,转换后角色ID,NewHeroId,
DataTransfer_Awake.csv,4,原升星阶段,OldAwakeID,
DataTransfer_Awake.csv,5,转换后星级,NewAwakeID,
DataTransfer_Awake.csv,6,转换后补偿道具,GetItem,
DataTransfer_Brach.csv,1,ID,Id,
DataTransfer_Brach.csv,2,转换后角色ID,NewHeroId,
DataTransfer_Brach.csv,3,原突破阶段,OldBreachID,
DataTransfer_Brach.csv,4,转换后突破阶段,NewBreachID,
DataTransfer_Brach.csv,5,转换后补偿道具,GetItem,
DataTransfer_Guide.csv,1,ID,Id,
DataTransfer_Guide.csv,2,判断条件类型,GuideType,
DataTransfer_Guide.csv,3,条件类型参数集,GuideParm,
DataTransfer_Guide.csv,4,新引导模块iD,guideConfig,
DataTransfer_Guide.csv,5,原始备注,notes,
DataTransfer_InsItem.csv,1,ID,Id,
DataTransfer_InsItem.csv,2,区间下限,MinCost,1
DataTransfer_InsItem.csv,3,区间上限,MaxCost,1
DataTransfer_InsItem.csv,4,返还道具ID,GiveItem,
DataTransfer_InsItem.csv,5,返还比例,Rate,
DataTransfer_Inspiration.csv,1,ID,Id,
DataTransfer_Inspiration.csv,2,原剧作品质,OldInspirationColor,
DataTransfer_Inspiration.csv,3,原剧作星级,OldInspirationStar,
DataTransfer_Inspiration.csv,4,转换道具ID,ChangeItemId,
DataTransfer_Inspiration.csv,5,转换数量,ChangeNum,
DataTransfer_InspirationLevel.csv,1,ID,Id,
DataTransfer_InspirationLevel.csv,2,原剧作品质,OldInspirationColor,
DataTransfer_InspirationLevel.csv,3,原剧作等级,OldInspirationLevel,
DataTransfer_InspirationLevel.csv,4,转换道具,ChangeItem,
DataTransfer_Item.csv,1,ID,Id,
DataTransfer_Item.csv,2,原道具ID,OldItemId,
DataTransfer_Item.csv,3,转换后道具ID,NewItemId,
DataTransfer_Item.csv,4,转换比例,ChangeRate,
DataTransfer_Item.csv,5,转换方式,ChangeType1,
DataTransfer_Item.csv,6,转换后续处理方式,ChangeType2,
DataTransfer_Item.csv,7,后续转换系数,ChangeType2Rate,
DataTransfer_Level.csv,1,ID,Id,
DataTransfer_Level.csv,2,转换后等级,NewLevel,
DataTransfer_Level.csv,3,补偿道具,GetItem,
DataTransfer_Mission.csv,1,ID,Id,
DataTransfer_Mission.csv,2,老主线,Mission,
DataTransfer_Mission.csv,3,新主线对应关卡,Episode,
DataTransfer_Skill.csv,1,ID,Id,
DataTransfer_Skill.csv,2,原技能等级,OldSkillID,
DataTransfer_Skill.csv,3,转换后补偿道具,GetItem,
DifferentWorldConfig_Base.csv,1,流水ID,Id,
DifferentWorldConfig_Base.csv,2,关卡类型(一级）,Type,
DifferentWorldConfig_Base.csv,3,章节&小玩法编号（二级）,ChapterId,
DifferentWorldConfig_Base.csv,4,标题,Title,
DifferentWorldConfig_Base.csv,5,标题2,Title2,
DoubleDropConfig_Base.csv,1,流水ID,Id,
DoubleDropConfig_Base.csv,2,描述,Dec,
DoubleDropConfig_Base.csv,3,活动章节类型,ChapterType,
DoubleDropConfig_Base.csv,4,活动开启条件,OpeningConditions,1
DoubleDropConfig_Base.csv,5,掉落类型,DropType,1
DoubleDropConfig_Base.csv,6,金币增加倍率,CoinsDrop,1
DoubleDropConfig_Base.csv,7,额外随机库次数,DoubleTime,1
DoubleDropConfig_Base.csv,8,额外掉落倍率,Magnification,1
DoubleDropConfig_Base.csv,9,额外掉落库,Additional,1
DoubleDropConfig_Base.csv,10,限制类型,LimitType,
DoubleDropConfig_Base.csv,11,限制次数,LimitNum,1
DoubleDropConfig_Base.csv,12,不参与活动关卡,Exclude,
DoubleDropConfig_Base.csv,13,Key_活动标题,Key_Title,
DoubleDropConfig_Base.csv,14,活动标题,Title,
DoubleDropConfig_Base.csv,15,Key_活动规则,Key_Rule,
DoubleDropConfig_Base.csv,16,活动规则,Rule,
DoubleDropConfig_Base.csv,17,Key_活动提示文字,Key_Tips,
DoubleDropConfig_Base.csv,18,活动提示文字,Tips,
DoubleDropConfig_Base.csv,19,活动BUFFicon,Icon,
DreamLandConfig_Base.csv,1,ID,id,
DreamLandConfig_Base.csv,2,Key_层级名称,Key_Name,
DreamLandConfig_Base.csv,3,层级名称,Name,
DreamLandConfig_Base.csv,4,NPC点位数,NpcNumber,
DreamLandConfig_Base.csv,5,地图资源,MapResource,
DreamLandConfig_Base.csv,6,页签小图资源,IconResource,
DreamLandConfig_Base.csv,7,NPC刷新权重,RefreshWeights,1
DreamLandConfig_Base.csv,8,解锁条件,DreamCondion,1
DreamLandConfig_Base.csv,9,迷失者刷新保底,GuaranteedCount,1
DreamLandConfig_Base.csv,10,传送门,DoorID,
DreamLandConfig_Base.csv,11,掉落钥匙,LootKey,1
DreamLandConfig_Base.csv,12,迷失者钥匙掉落,losterKey,1
DreamLandConfig_BonusHero.csv,1,流水ID,Id,
DreamLandConfig_BonusHero.csv,2,开启时间备注,TimeBz,1
DreamLandConfig_BonusHero.csv,3,角色,HeroID,
DreamLandConfig_BonusHero.csv,4,角色备注,HeroBz,
DreamLandConfig_BonusHero.csv,5,额外奖励,Reward,1
DreamLandConfig_BonusHero.csv,6,Key_奖励描述,Key_DesReward,
DreamLandConfig_BonusHero.csv,7,奖励描述,DesReward,1
DreamLandConfig_Chat.csv,1,流水ID,Id,
DreamLandConfig_Chat.csv,2,Key_对话内容,Key_ChatString,
DreamLandConfig_Chat.csv,3,对话内容,ChatString,
DreamLandConfig_Chat.csv,4,所属NPC,NpcID,
DreamLandConfig_Chat.csv,5,解锁条件,DreamCondion,1
DreamLandConfig_Collection.csv,1,流水ID,Id,
DreamLandConfig_Collection.csv,2,藏品名,bz,
DreamLandConfig_Collection.csv,3,效果描述,EffectDes,
DreamLandConfig_Collection.csv,4,类型,Type,
DreamLandConfig_Collection.csv,5,参数,Data,
DreamLandConfig_Collection.csv,6,参数说明,DataDes,
DreamLandConfig_Collection.csv,7,道具ID,ItemID,
DreamLandConfig_Collection.csv,8,解锁奖励,Award,1
DreamLandConfig_Commodity.csv,1,流水ID,Id,
DreamLandConfig_Commodity.csv,2,所属层数,layer,
DreamLandConfig_Commodity.csv,3,商品内容,Reward,1
DreamLandConfig_Commodity.csv,4,售价,Sell,1
DreamLandConfig_Commodity.csv,5,刷新权重,Weight,1
DreamLandConfig_Commodity.csv,6,折扣概率,DiscountProbability,1
DreamLandConfig_Condition.csv,1,流水ID,Id,
DreamLandConfig_Condition.csv,2,备注,bz,
DreamLandConfig_Condition.csv,3,条件类型,Type,
DreamLandConfig_Condition.csv,4,参数,Data,
DreamLandConfig_Config.csv,1,流水ID,Id,
DreamLandConfig_Config.csv,2,描述,des,
DreamLandConfig_Config.csv,3,key,Key,
DreamLandConfig_Config.csv,4,值,value,
DreamLandConfig_Event.csv,1,流水ID,Id,
DreamLandConfig_Event.csv,2,触发时机,Timing,
DreamLandConfig_Event.csv,3,Key_事件名称,Key_EventType,
DreamLandConfig_Event.csv,4,事件名称,EventType,
DreamLandConfig_Event.csv,5,事件结果,Result,
DreamLandConfig_Event.csv,6,参数,Data,
DreamLandConfig_HurtReward.csv,1,流水ID,Id,
DreamLandConfig_HurtReward.csv,2,伤害范围,HurtRange,
DreamLandConfig_HurtReward.csv,3,伤害奖励预览,KillRewardShow,1
DreamLandConfig_HurtReward.csv,4,伤害奖励,KillReward,1
DreamLandConfig_Mission.csv,1,流水ID,id,
DreamLandConfig_Mission.csv,2,Key_关卡名称,Key_Name,
DreamLandConfig_Mission.csv,3,关卡名称,Name,
DreamLandConfig_Mission.csv,4,关卡类型(一级）,Type,
DreamLandConfig_Mission.csv,5,关卡（推荐）战力,RecommendForce,
DreamLandConfig_Mission.csv,6,危险战力,DangerForce,
DreamLandConfig_Mission.csv,7,敌人信息,EnemyInfo,
DreamLandConfig_Mission.csv,8,目标场景ID,SceneId,
DreamLandConfig_Mission.csv,9,是否需要破盾,NeedBreak,
DreamLandConfig_Mission.csv,10,奖励预览,RewardShow,1
DreamLandConfig_Mission.csv,11,奖励掉落,Loot,1
DreamLandConfig_MonsterGrowth.csv,1,流水ID,Id,
DreamLandConfig_MonsterGrowth.csv,2,等级匹配范围,LevelScope,
DreamLandConfig_MonsterGrowth.csv,3,战力匹配范围,PowerScope,
DreamLandConfig_MonsterGrowth.csv,4,血量倍率,HpUp,1
DreamLandConfig_MonsterGrowth.csv,5,攻击倍率,AtkUp,1
DreamLandConfig_MonsterGrowth.csv,6,物理防御倍率,DefUp,1
DreamLandConfig_MonsterGrowth.csv,7,魔法防御倍率,MarUp,1
DreamLandConfig_MonsterGrowth.csv,8,暴击倍率,CritUp,1
DreamLandConfig_MonsterGrowth.csv,9,抗暴倍率,CritDefUp,1
DreamLandConfig_MonsterGrowth.csv,10,暴击伤害倍率,CritPowUp,1
DreamLandConfig_MonsterGrowth.csv,11,爆伤减免倍率,BeCritDamDownUp,1
DreamLandConfig_MonsterGrowth.csv,12,均衡ID,BalancedID,
DreamLandConfig_MonsterGrowth.csv,13,战力倍率,PowerUp,1
DreamLandConfig_MonsterGrowth.csv,14,游荡者战力倍率,AttributePowerUp,1
DreamLandConfig_Npc.csv,1,流水ID,Id,
DreamLandConfig_Npc.csv,2,Key_名称,Key_Name,
DreamLandConfig_Npc.csv,3,名称,Name,
DreamLandConfig_Npc.csv,4,备战,bz,
DreamLandConfig_Npc.csv,5,Key_描述,Key_Des,
DreamLandConfig_Npc.csv,6,描述,Des,
DreamLandConfig_Npc.csv,7,层级,Layer,
DreamLandConfig_Npc.csv,8,类型,Type,
DreamLandConfig_Npc.csv,9,难度,Difficulty,
DreamLandConfig_Npc.csv,10,角色形象,Image,
DreamLandConfig_Npc.csv,11,解锁条件,DreamCondion,1
DreamLandConfig_Npc.csv,12,刷新权重,Weight,1
DreamLandConfig_Npc.csv,13,对话,Chat,
DreamLandConfig_Npc.csv,14,Key_额外选项文本,Key_AdditionalText,
DreamLandConfig_Npc.csv,15,额外选项文本,AdditionalText,
DreamLandConfig_Npc.csv,16,关卡ID,MissionID,
DreamLandConfig_Npc.csv,17,理智消耗,ReasonConsume,1
DressConfig_Avatar.csv,1,流水ID,Id,
DressConfig_Avatar.csv,2,Key_类型,Key_TypeName,
DressConfig_Avatar.csv,3,类型,TypeName,
DressConfig_Avatar.csv,4,Key_描述,Key_Describe,
DressConfig_Avatar.csv,5,描述,Describe,
